AriaId,FileName,AriaOpera,AriaLabel,AriaName,Act,Scene,ActAndScene,Year,Decade,Composer,City,Territory,Character,Gender,Harmony_Analysis_Available
1296,Ale22M-Di_rendermi-1752-Fiorillo[2.16][1296].xml,Ale,Ale22M,Di_rendermi,2,16,216,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Erissena,Female,1
1297,Ale24M-Se_troppo-1752-Fiorillo[3.04][1297].xml,Ale,Ale24M,Se_troppo,3,4,304,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Cleofide,Female,1
1298,Ale31M-Ombra_dell-1752-Fiorillo[3.12][1298].xml,Ale,Ale31M,Ombra_dell,3,12,312,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Cleofide,Female,1
1299,Ale04M-Chi_vive-1766-Majo[1.04][1299].xml,Ale,Ale04M,Chi_vive,1,4,104,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Erissena,Female,1
13,Did12M-Non_ha-1742-Hasse[1.18][0013].xml,Did,Did12M,Non_ha,1,18,118,1742,1740s,Johann Adolph Hasse,Wermsdorf,Empire,Didone,Female,1
130,Did33M-Cadra_fra-1764-Galuppi[3.16][0130].xml,Did,Did33M,Cadra_fra,3,16,316,1764,1760s,Baldassare Galuppi,Venice,Italy,Iarba,Male,1
1300,Ale05M-O_sugli-1766-Majo[1.05][1300].xml,Ale,Ale05M,O_sugli,1,5,105,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Timagene,Male,1
1301,Ale02M-Vedrai_con-1771-Bertoni[1.02][1301].xml,Ale,Ale02M,Vedrai_con,1,2,102,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Poro,Male,1
1302,Ale07M-Se_mai-1766-Majo[1.07][1302].xml,Ale,Ale07M,Se_mai,1,7,107,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Cleofide,Female,1
1303,Ale06M-Ale07M-Se_mai-1766-Majo[1.15][1303].xml,Ale,Ale06M-Ale07M,Se_mai,1,15,115,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Cleofide&Poro,Female&Male,1
1304,Ale13M-Senza_procelle-1766-Majo[2.04][1304].xml,Ale,Ale13M,Senza_procelle,2,04,204,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Poro,Male,1
1305,Ale03M-Vil_trofeo-1771-Bertoni[1.03][1305].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Alessandro,Male,1
1306,Ale04M-Chi_vive-1771-Bertoni[1.05][1306].xml,Ale,Ale04M,Chi_vive,1,5,105,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Erissena,Female,1
1307,Ale06M-Se_mai-1771-Bertoni[1.06][1307].xml,Ale,Ale06M,Se_mai,1,6,106,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Poro,Male,1
1308,Ale07M-Se_mai-1771-Bertoni[1.07][1308].xml,Ale,Ale07M,Se_mai,1,7,107,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Cleofide,Female,1
1309,Ale06M-Ale07M-Se_mai-1771-Bertoni[1.15][1309].xml,Ale,Ale06M-Ale07M,Se_mai,1,15,115,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Cleofide&Poro,Female&Male,1
131,Did33M-Cadra_fra-1730-Sarro[3.16][0131].xml,Did,Did33M,Cadra_fra,3,16,316,1730,1730s,Domenico Natale Sarro,Naples,Italy,Iarba,Male,1
1310,Ale12M-Non_sarei-1771-Bertoni[2.01][1310].xml,Ale,Ale12M,Non_sarei,2,1,201,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Erissena,Female,1
1311,Ale01M-E_prezzo-1752-Fiorillo[1.01][1311].xml,Ale,Ale01M,E_prezzo,1,1,101,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Gandarte,Male,1
1312,Ale02M-Vedrai_con-1752-Fiorillo[1.02][1312].xml,Ale,Ale02M,Vedrai_con,1,2,102,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Poro,Male,1
1313,Ale05M-O_sugli-1752-Fiorillo[1.05][1313].xml,Ale,Ale05M,O_sugli,1,5,105,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Timagene,Male,1
1314,Ale21M-Se_viver-1752-Fiorillo[2.15][1314].xml,Ale,Ale21M,Se_viver,2,15,215,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Gandarte,Male,1
1315,Ale17M-Destrier_che-1766-Majo[2.10][1315].xml,Ale,Ale17M,Destrier_che,2,10,210,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Poro,Male,1
1316,Ale02M-Vedrai_con-1762-Traetta[1.02][1316].xml,Ale,Ale02M,Vedrai_con,1,2,102,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Poro,Male,1
1317,Ale06M-Se_mai-1762-Traetta[1.06][1317].xml,Ale,Ale06M,Se_mai,1,6,106,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Poro,Male,1
1318,Ale16M-Digli_che-1766-Majo[2.09][1318].xml,Ale,Ale16M,Digli_che,2,09,209,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Cleofide,Female,1
1319,Ale20M-Se_il-1766-Majo[2.13][1319].xml,Ale,Ale20M,Se_il,2,13,213,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Cleofide,Female,1
132,Did33M-Cadra_fra-1776-Schuster[3.16][0132].xml,Did,Did33M,Cadra_fra,3,16,316,1776,1770s,Joseph Schuster,Naples,Italy,Iarba,Male,1
1320,Ale21M-Se_viver-1766-Majo[2.14][1320].xml,Ale,Ale21M,Se_viver,2,14,214,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Gandarrte,Male,1
1321,Ale08M-Se_possono-1771-Bertoni[2.02][1321].xml,Ale,Ale08M,Se_possono,2,2,202,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Poro,Male,1
1322,Ale16M-Digli_che-1771-Bertoni[2.08][1322].xml,Ale,Ale16M,Digli_che,2,8,208,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Cleofide,Female,1
1323,Ale17M-Destrier_che-1771-Bertoni[2.10][1323].xml,Ale,Ale17M,Destrier_che,2,10,210,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Poro,Male,1
1324,Ale19M-Se_e-1771-Bertoni[2.12][1324].xml,Ale,Ale19M,Se_e,2,12,212,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Alessandro,Male,1
1325,Ale26M-Serbati_a-1771-Bertoni[3.02][1325].xml,Ale,Ale26M,Serbati_a,3,2,302,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Alessandro,Male,1
1326,Ale28M-Dove_si-1771-Bertoni[3.04][1326].xml,Ale,Ale28M,Dove_si,3,4,304,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Poro,Male,1
1327,Ale03M-Vil_trofeo-1762-Traetta[1.03][1327].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Alessandro,Male,1
1328,Ale05M-O_sugli-1762-Traetta[1.05][1328].xml,Ale,Ale05M,O_sugli,1,5,105,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Timagene,Male,1
1329,Ale08M-Se_possono-1762-Traetta[1.09][1329].xml,Ale,Ale08M,Se_possono,1,9,109,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Poro,Male,1
1330,Dem07M-Il_suo-1760-Conforto[X.XX][1330].xml,Dem,Dem07M,Il_suo,X,XX,XXX,1760,1760s,Antonio Cerro,NA,NA,Cherinto,Male,1
1331,Ale03M-Vil_trofeo-1752-Fiorillo[1.03][1331].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Alessandro,Male,1
1332,Ale13M-Senza_procelle-1752-Fiorillo[2.04][1332].xml,Ale,Ale13M,Senza_procelle,2,04,204,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Poro,Male,1
1333,Ale15M-Dun_barbaro-1752-Fiorillo[2.08][1333].xml,Ale,Ale15M,Dun_barbaro,2,08,208,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Alessandro,Male,1
1334,Ale26M-Serbati_a-1752-Fiorillo[3.06][1334].xml,Ale,Ale26M,Serbati_a,3,6,306,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Alessandro,Male,1
1335,Ale28M-Dove_si-1752-Fiorillo[3.09][1335].xml,Ale,Ale28M,Dove_si,3,9,309,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Poro,Male,1
1336,Ale29M-Mio_ben-1752-Fiorillo[3.10][1336].xml,Ale,Ale29M,Mio_ben,3,10,310,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Gandarte,Male,1
1337,Ale30M-Son_confusa-1752-Fiorillo[3.11][1337].xml,Ale,Ale30M,Son_confusa,3,11,311,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Erissena,Female,1
1338,Ale31M-Ombra_dell-1771-Bertoni[3.07][1338].xml,Ale,Ale31M,Ombra_dell,3,7,307,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Cleofide&Alessandro,Female,1
1339,Ale17M-Destrier_che-1762-Traetta[2.10][1339].xml,Ale,Ale17M,Destrier_che,2,10,210,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Poro,Male,1
134,Did03M-Son_regina-1766-Anon[1.05][0134].xml,Did,Did03M,Son_regina,1,5,105,1766,1760s,Unknown Composer,Venice,Italy,Didone,Female,1
1340,Ale30M-Son_confusa-1762-Traetta[3.11][1340].xml,Ale,Ale30M,Son_confusa,3,11,311,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Erissena,Female,1
1341,Ale01M-E_prezzo-1749-Perez[1.01][1341].xml,Ale,Ale01M,E_prezzo,1,1,101,1749,1740s,Davide Perez,Naples,Italy,Gandarte,Male,1
1342,Ale02M-Vedrai_con-1749-Perez[1.02][1342].xml,Ale,Ale02M,Vedrai_con,1,2,102,1749,1740s,Davide Perez,Naples,Italy,Poro,Male,1
1343,Ale03M-Vil_trofeo-1749-Perez[1.03][1343].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1749,1740s,Davide Perez,Naples,Italy,Alessandro,Male,1
1344,Ale04M-Chi_vive-1749-Perez[1.04][1344].xml,Ale,Ale04M,Chi_vive,1,4,104,1749,1740s,Davide Perez,Naples,Italy,Erissena,Female,1
1345,Ale28M-Dove_si-1762-Traetta[3.09][1345].xml,Ale,Ale28M,Dove_si,3,9,309,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Poro,Male,1
1346,Ale12M-Non_sarei-1762-Traetta[2.04][1346].xml,Ale,Ale12M,Non_sarei,2,4,204,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Erissena,Female,1
1347,Ale18M-E_ver-1752-Fiorillo[2.11][1347].xml,Ale,Ale18M,E_ver,2,11,211,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Timagene,Male,1
1348,Ale22M-Di_rendermi-1766-Majo[2.15][1348].xml,Ale,Ale22M,Di_rendermi,2,15,215,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Erissena,Female,1
1349,Ale05M-O_sugli-1749-Perez[1.05][1349].xml,Ale,Ale05M,O_sugli,1,5,105,1749,1740s,Davide Perez,Naples,Italy,Timagene,Male,1
135,Did33M-Cadra_fra-1763-Jommelli[3.17][0135].xml,Did,Did33M,Cadra_fra,3,17,317,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Iarba,Male,1
1350,Ale06M-Se_mai-1749-Perez[1.06][1350].xml,Ale,Ale06M,Se_mai,1,6,106,1749,1740s,Davide Perez,Naples,Italy,Poro,Male,1
1351,Ale08M-Se_possono-1749-Perez[1.09][1351].xml,Ale,Ale08M,Se_possono,1,9,109,1749,1740s,Davide Perez,Naples,Italy,Poro,Male,1
1352,Ale07M-Se_mai-1762-Traetta[1.07][1352].xml,Ale,Ale07M,Se_mai,1,7,107,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Cleofide,Female,1
1353,Ale06M-Ale07M-Se_mai-1762-Traetta[1.16][1353].xml,Ale,Ale06M-Ale07M,Se_mai,1,16,116,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Cleofide&Poro,Female&Male,1
1354,Ale19M-Se_e-1762-Traetta[2.12][1354].xml,Ale,Ale19M,Se_e,2,12,212,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Alessandro,Male,1
1355,Ale27M-Finche_rimango-1762-Traetta[3.07][1355].xml,Ale,Ale27M,Finche_rimango,3,7,307,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Timagene,Male,1
1356,Ale06M-Ale07M-Se_mai-1752-Fiorillo[1.15][1356].xml,Ale,Ale06M-Ale07M,Se_mai,1,15,115,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Cleofide&Poro,Female&Male,1
1357,Ale13M-Senza_procelle-1746-Lampugnani[2.04][1357].xml,Ale,Ale13M,Senza_procelle,2,4,204,1746,1740s,Giovanni Battista Lampugnani,London,England,Poro,Male,1
1358,Ale15M-Dun_barbaro-1762-Traetta[2.08][1358].xml,Ale,Ale15M,Dun_barbaro,2,08,208,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Alessandro,Male,1
1359,Ale30M-Son_confusa-1746-Lampugnani[3.08][1359].xml,Ale,Ale30M,Son_confusa,3,8,308,1746,1740s,Giovanni Battista Lampugnani,London,England,Erissena,Female,1
136,Did18M-Ah_non_lasciarmi-1794-Paisiello[2.06][0136].xml,Did,Did18M,Ah_non_lasciarmi,2,06,206,1794,1790s,Giovanni Paisiello,Naples,Italy,Didone,Female,1
1360,Did11M-Tu_mi_disarmi-1763-Traetta[1.16][1360].xml,Did,Did11M,Tu_mi_disarmi,1,16,116,1763,1760s,Tommaso Traetta,Venice,Italy,Iarba,Male,1
1361,Did17M-L_augelletto-1763-Traetta[2.02][1361].xml,Did,Did17M,L_augelletto,2,02,202,1763,1760s,Tommaso Traetta,Venice,Italy,Araspe,Male,1
1362,Did20M-Fosca_nube-1763-Traetta[2.06][1362].xml,Did,Did20M,Fosca_nube,2,6,206,1763,1760s,Tommaso Traetta,Venice,Italy,Iarba,Male,1
1363,Did23M-Veggio_la-1763-Traetta[2.10][1363].xml,Did,Did23M,Veggio_la,2,10,210,1763,1760s,Tommaso Traetta,Venice,Italy,Selene,Female,1
1364,Did24M-Chiamami_pur-1763-Traetta[2.13][1364].xml,Did,Did24M,Chiamami_pur,2,13,213,1763,1760s,Tommaso Traetta,Venice,Italy,Iarba,Male,1
1365,Did30M-Nel_duol-1763-Traetta[3.08][1365].xml,Did,Did30M,Nel_duol,3,8,308,1763,1760s,Tommaso Traetta,Venice,Italy,Selene,Female,1
1366,Did32M-Gia_si-1763-Traetta[3.15][1366].xml,Did,Did32M,Gia_si,3,15,315,1763,1760s,Tommaso Traetta,Venice,Italy,Araspe,Male,1
1367,Did31M-Va_crescendo-1763-Traetta[3.09][1367].xml,Did,Did31M,Va_crescendo,3,9,309,1763,1760s,Tommaso Traetta,Venice,Italy,Didone,Female,1
1368,Ale07M-Se_mai-1749-Perez[1.07][1368].xml,Ale,Ale07M,Se_mai,1,7,107,1749,1740s,Davide Perez,Naples,Italy,Cleofide,Female,1
1369,Ale06M-Ale07M-Se_mai-1749-Perez[1.16][1369].xml,Ale,Ale06M-Ale07M,Se_mai,1,16,116,1749,1740s,Davide Perez,Naples,Italy,Cleofide&Poro,Female&Male,1
137,Did33M-Cadra_fra-1788-Anfossi[3.14][0137].xml,Did,Did33M,Cadra_fra,3,14,314,1788,1780s,Pasquale Anfossi,Venice,Italy,Iarba,Male,1
1370,Ale10M-Voi_che-1749-Perez[1.11][1370].xml,Ale,Ale10M,Voi_che,1,11,111,1749,1740s,Davide Perez,Naples,Italy,Gandarte,Male,1
1371,Ale11M-Se_amore-1749-Perez[1.15][1371].xml,Ale,Ale11M,Se_amore,1,15,115,1749,1740s,Davide Perez,Naples,Italy,Cleofide,Female,1
1372,Ale15M-Dun_barbaro-1749-Perez[2.04][1372].xml,Ale,Ale15M,Dun_barbaro,2,04,204,1749,1740s,Davide Perez,Naples,Italy,Alessandro,Male,1
1373,Ale16M-Digli_che-1749-Perez[2.05][1373].xml,Ale,Ale16M,Digli_che,2,05,205,1749,1740s,Davide Perez,Naples,Italy,Cleofide,Female,1
1374,Ale17M-Destrier_che-1749-Perez[2.06][1374].xml,Ale,Ale17M,Destrier_che,2,6,206,1749,1740s,Davide Perez,Naples,Italy,Poro,Male,1
1375,Ale18M-E_ver-1749-Perez[2.07][1375].xml,Ale,Ale18M,E_ver,2,7,207,1749,1740s,Davide Perez,Naples,Italy,Timagene,Male,1
1376,Ale19M-Se_e-1749-Perez[2.09][1376].xml,Ale,Ale19M,Se_e,2,9,209,1749,1740s,Davide Perez,Naples,Italy,Alessandro,Male,1
1377,Ale20M-Se_il-1749-Perez[2.10][1377].xml,Ale,Ale20M,Se_il,2,10,210,1749,1740s,Davide Perez,Naples,Italy,Cleofide,Female,1
1378,Ale21M-Se_viver-1749-Perez[2.11][1378].xml,Ale,Ale21M,Se_viver,2,11,211,1749,1740s,Davide Perez,Naples,Italy,Gandarte,Male,1
1379,Ale22M-Di_rendermi-1749-Perez[2.12][1379].xml,Ale,Ale22M,Di_rendermi,2,12,212,1749,1740s,Davide Perez,Naples,Italy,Erissena,Female,1
1380,Ale24M-Se_troppo-1749-Perez[3.04][1380].xml,Ale,Ale24M,Se_troppo,3,4,304,1749,1740s,Davide Perez,Naples,Italy,Cleofide,Female,1
1381,Ale26M-Serbati_a-1749-Perez[3.06][1381].xml,Ale,Ale26M,Serbati_a,3,6,306,1749,1740s,Davide Perez,Naples,Italy,Alessandro,Male,1
1382,Ale28M-Dove_si-1749-Perez[3.09][1382].xml,Ale,Ale28M,Dove_si,3,9,309,1749,1740s,Davide Perez,Naples,Italy,Poro,Male,1
1383,Ale29M-Mio_ben-1749-Perez[3.10][1383].xml,Ale,Ale29M,Mio_ben,3,10,310,1749,1740s,Davide Perez,Naples,Italy,Gandarte,Male,1
1384,Ale30M-Son_confusa-1749-Perez[3.11][1384].xml,Ale,Ale30M,Son_confusa,3,11,311,1749,1740s,Davide Perez,Naples,Italy,Erissena,Female,1
1385,Ale31M-Ombra_dell-1749-Perez[3.12][1385].xml,Ale,Ale31M,Ombra_dell,3,12,312,1749,1740s,Davide Perez,Naples,Italy,Cleofide,Female,1
1386,Ale01M-E_prezzo-1759-Holzbauer[1.01][1386].xml,Ale,Ale01M,E_prezzo,1,1,101,1759,1750s,Ignaz Holzbauer,Milan,Italy,Gandarte,Male,1
1387,Ale03M-Vil_trofeo-1759-Holzbauer[1.03][1387].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1759,1750s,Ignaz Holzbauer,Milan,Italy,Alessandro,Male,1
1388,Ale04M-Chi_vive-1759-Holzbauer[1.04][1388].xml,Ale,Ale04M,Chi_vive,1,4,104,1759,1750s,Ignaz Holzbauer,Milan,Italy,Erissena,Female,1
1389,Ale05M-O_sugli-1759-Holzbauer[1.05][1389].xml,Ale,Ale05M,O_sugli,1,5,105,1759,1750s,Ignaz Holzbauer,Milan,Italy,Timagene,Male,1
1390,Ale06M-Se_mai-1759-Holzbauer[1.06][1390].xml,Ale,Ale06M,Se_mai,1,6,106,1759,1750s,Ignaz Holzbauer,Milan,Italy,Poro,Male,1
1392,Ale27M-Finche_rimango-1735-Ferrandini[3.07][1392].xml,Ale,Ale27M,Finche_rimango,3,7,307,1735,1730s,Giovanni Battista Ferrandini,Munich,Empire,Timagene,Male,1
1393,Ale04M-Chi_vive-1758-Sciroli[1.04][1393].xml,Ale,Ale04M,Chi_vive,1,4,104,1758,1750s,Gregorio Sciroli,Genoa,Italy,Erissena,Female,1
1394,Ale05M-O_sugli-1758-Sciroli[1.05][1394].xml,Ale,Ale05M,O_sugli,1,5,105,1758,1750s,Gregorio Sciroli,Genoa,Italy,Timagene,Male,1
1395,Ale06M-Se_mai-1758-Sciroli[1.06][1395].xml,Ale,Ale06M,Se_mai,1,6,106,1758,1750s,Gregorio Sciroli,Genoa,Italy,Poro,Male,1
1396,Ale12M-Non_sarei-1746-Lampugnani[2.03][1396].xml,Ale,Ale12M,Non_sarei,2,3,203,1746,1740s,Giovanni Battista Lampugnani,London,England,Erissena,Female,1
1397,Ale06M-Ale07M-Se_mai-1758-Sciroli[1.15][1397].xml,Ale,Ale06M-Ale07M,Se_mai,1,15,115,1758,1750s,Gregorio Sciroli,Genoa,Italy,Cleofide&Poro,Female&Male,1
1398,Ale10M-Voi_che-1758-Sciroli[1.11][1398].xml,Ale,Ale10M,Voi_che,1,11,111,1758,1750s,Gregorio Sciroli,Genoa,Italy,Gandarte,Male,1
1399,Ale11M-Se_amore-1758-Sciroli[1.14][1399].xml,Ale,Ale11M,Se_amore,1,14,114,1758,1750s,Gregorio Sciroli,Genoa,Italy,Alessandro,Male,1
14,Did12M-Non_ha-1747-Jommelli[1.17][0014].xml,Did,Did12M,Non_ha,1,17,117,1747,1740s,Niccolò Jommelli,Rome,Italy,Didone,Female,1
140,Did10M-Infelice_sventurato-1739-Lampugnani[1.13][0140].xml,Did,Did10M,Infelice_sventurato,1,13,113,1739,1730s,Giovanni Battista Lampugnani,Padua,Italy,Araspe,Male,1
1400,Ale16M-Digli_che-1758-Sciroli[2.06][1400].xml,Ale,Ale16M,Digli_che,2,06,206,1758,1750s,Gregorio Sciroli,Genoa,Italy,Cleofide,Female,1
1401,Ale19M-Se_e-1758-Sciroli[2.08][1401].xml,Ale,Ale19M,Se_e,2,8,208,1758,1750s,Gregorio Sciroli,Genoa,Italy,Alessandro,Male,1
1402,Did28M-Quando_londa-1763-Traetta[3.06][1402].xml,Did,Did28M,Quando_londa,3,6,306,1763,1760s,Tommaso Traetta,Venice,Italy,Osmida,Male,1
1403,Did29M-A_trionfar-1763-Traetta[3.07][1403].xml,Did,Did29M,A_trionfar,3,7,307,1763,1760s,Tommaso Traetta,Venice,Italy,Enea,Male,1
1407,Ale08M-Se_possono-1759-Holzbauer[1.08][1407].xml,Ale,Ale08M,Se_possono,1,8,108,1759,1750s,Ignaz Holzbauer,Milan,Italy,Poro,Male,1
1408,Ale07M-Se_mai-1759-Holzbauer[1.07][1408].xml,Ale,Ale07M,Se_mai,1,7,107,1759,1750s,Ignaz Holzbauer,Milan,Italy,Cleofide,Female,1
1409,Ale06M-Ale07M-Se_mai-1759-Holzbauer[1.15][1409].xml,Ale,Ale06M-Ale07M,Se_mai,1,15,115,1759,1750s,Ignaz Holzbauer,Milan,Italy,Cleofide&Poro,Female&Male,1
141,Did19M-Vedi_nel-1724-Sarro[2.08][0141].xml,Did,Did19M,Vedi_nel,2,8,208,1724,1720s,Domenico Natale Sarro,Naples,Italy,Enea,Male,1
1410,Ale12M-Non_sarei-1759-Holzbauer[2.03][1410].xml,Ale,Ale12M,Non_sarei,2,3,203,1759,1750s,Ignaz Holzbauer,Milan,Italy,Erissena,Female,1
1411,Ale17M-Destrier_che-1759-Holzbauer[2.04][1411].xml,Ale,Ale17M,Destrier_che,2,4,204,1759,1750s,Ignaz Holzbauer,Milan,Italy,Poro,Male,1
1412,Ale10M-Voi_che-1759-Holzbauer[1.10][1412].xml,Ale,Ale10M,Voi_che,1,10,110,1759,1750s,Ignaz Holzbauer,Milan,Italy,Gandarte,Male,1
1413,Ale16M-Digli_che-1759-Holzbauer[2.09][1413].xml,Ale,Ale16M,Digli_che,2,9,209,1759,1750s,Ignaz Holzbauer,Milan,Italy,Cleofide,Female,1
1414,Ale18M-E_ver-1759-Holzbauer[2.11][1414].xml,Ale,Ale18M,E_ver,2,11,211,1759,1750s,Ignaz Holzbauer,Milan,Italy,Timagene,Male,1
1415,Ale24M-Se_troppo-1766-Majo[3.01][1415].xml,Ale,Ale24M,Se_troppo,3,1,301,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Cleofide,Female,1
1416,Ale26M-Serbati_a-1766-Majo[3.04][1416].xml,Ale,Ale26M,Serbati_a,3,4,304,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Alessandro,Male,1
1417,Ale27M-Finche_rimango-1766-Majo[3.05][1417].xml,Ale,Ale27M,Finche_rimango,3,5,305,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Timagene,Male,1
1418,Ale30M-Son_confusa-1766-Majo[3.08][1418].xml,Ale,Ale30M,Son_confusa,3,8,308,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Erissena,Female,1
1419,Ale02M-Vedrai_con-1747-Abos[1.02][1419].xml,Ale,Ale02M,Vedrai_con,1,2,102,1747,1740s,Girolamo Matteo Abos,Ancona,Italy,Poro,Male,1
142,Did15M-Leon_che-1730-Sarro[2.03][0142].xml,Did,Did15M,Leon_che,2,3,203,1730,1730s,Domenico Natale Sarro,Naples,Italy,Iarba,Male,1
1420,Ale03M-Vil_trofeo-1747-Abos[1.03][1420].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1747,1740s,Girolamo Matteo Abos,Ancona,Italy,Alessandro,Male,1
1421,Ale11M-Se_amore-1747-Abos[1.15][1421].xml,Ale,Ale11M,Se_amore,1,15,115,1747,1740s,Girolamo Matteo Abos,Ancona,Italy,Alessandro,Male,1
1422,Ale16M-Digli_che-1771-Abos[2.09][1422].xml,Ale,Ale16M,Digli_che,2,9,209,1771,1770s,Girolamo Matteo Abos,Ancona,Italy,Cleofide,Female,1
1423,Ale17M-Destrier_che-1747-Abos[2.10][1423].xml,Ale,Ale17M,Destrier_che,2,10,210,1747,1740s,Girolamo Matteo Abos,Ancona,Italy,Poro,Male,1
1424,Ale24M-Se_troppo-1747-Abos[3.04][1424].xml,Ale,Ale24M,Se_troppo,3,4,304,1747,1740s,Girolamo Matteo Abos,Ancona,Italy,Cleofide,Female,1
1425,Ale19M-Se_e-1759-Holzbauer[2.13][1425].xml,Ale,Ale19M,Se_e,2,13,213,1759,1750s,Ignaz Holzbauer,Milan,Italy,Alessandro,Male,1
1426,Ale21M-Se_viver-1759-Holzbauer[2.15][1426].xml,Ale,Ale21M,Se_viver,2,15,215,1759,1750s,Ignaz Holzbauer,Milan,Italy,Gandarte,Male,1
1427,Ale02M-Vedrai_con-1735-Ferrandini[1.02][1427].xml,Ale,Ale02M,Vedrai_con,1,2,102,1735,1730s,Giovanni Battista Ferrandini,Munich,Empire,Poro,Male,1
1428,Ale03M-Vil_trofeo-1735-Ferrandini[1.03][1428].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1735,1730s,Giovanni Battista Ferrandini,Munich,Empire,Alessandro,Male,1
1429,Ale28M-Dove_si-1735-Ferrandini[3.09][1429].xml,Ale,Ale28M,Dove_si,3,9,309,1735,1730s,Giovanni Battista Ferrandini,Munich,Empire,Poro,Male,1
143,Did17M-L_augelletto-1730-Sarro[2.05][0143].xml,Did,Did17M,L_augelletto,2,05,205,1730,1730s,Domenico Natale Sarro,Naples,Italy,Araspe,Male,1
1431,Ale02M-Vedrai_con-1766-Sarti[1.02][1431].xml,Ale,Ale02M,Vedrai_con,1,2,102,1766,1760s,Giuseppe Sarti,Padua,Italy,Poro,Male,1
1432,Ale03M-Vil_trofeo-1766-Sarti[1.03][1432].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1766,1760s,Giuseppe Sarti,Padua,Italy,Alessandro,Male,1
1433,Ale04M-Chi_vive-1766-Sarti[1.05][1433].xml,Ale,Ale04M,Chi_vive,1,5,105,1766,1760s,Giuseppe Sarti,Padua,Italy,Erissena,Female,1
