AriaId,FileName,AriaOpera,AriaLabel,AriaName,Act,Scene,ActAndScene,Year,Decade,Composer,City,Territory,Character,Gender,Form,Key,KeySignature,KeySignatureType,Instrumentation,Scoring,Voices
1205,Ale04M-Chi_vive-1773-Paisiello[1.04][1205].xml,Ale,Ale04M,Chi_vive,1,4,104,1773,1770s,Giovanni Paisiello,Modena,Italy,Erissena,Female,ABA,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1206,Ale05M-O_sugli-1773-Paisiello[1.05][1206].xml,Ale,Ale05M,O_sugli,1,5,105,1773,1770s,Giovanni Paisiello,Modena,Italy,Timagene,Male,ABA,G,s,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1207,Dem02M-In_te-1758-Galuppi[1.02][1207].xml,Dem,Dem02M,In_te,1,2,102,1758,1750s,Baldassare Galuppi,Padua,Italy,Dircea,Female,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1208,Dem03M-Per_lei-1758-Galuppi[1.03][1208].xml,Dem,Dem03M,Per_lei,1,3,103,1758,1750s,Baldassare Galuppi,Padua,Italy,Demofoonte,Male,Dal segno,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
1209,Dem05M-Tintendo_ingrata-1758-Galuppi[1.05][1209].xml,Dem,Dem05M,Tintendo_ingrata,1,5,105,1758,1750s,Baldassare Galuppi,Padua,Italy,Cherinto,Male,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1210,Dem06M-Non_curo-1758-Galuppi[1.07][1210].xml,Dem,Dem06M,Non_curo,1,7,107,1758,1750s,Baldassare Galuppi,Padua,Italy,Creusa,Female,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,alt,vnI,vnII,va,bs",alt
1211,Dem08M-Padre_perdona-1758-Galuppi[1.12][1211].xml,Dem,Dem08M,Padre_perdona,1,12,112,1758,1750s,Baldassare Galuppi,Padua,Italy,Dircea,Female,Dal segno,C,n,n,"ob,vn,va,bs","obI,obII,sop,vnI,vnII,vaI,vaII,bs",sop
1212,Dem09M-Se_ardire-1758-Galuppi[1.13][1212].xml,Dem,Dem09M,Se_ardire,1,13,113,1758,1750s,Baldassare Galuppi,Padua,Italy,Timante,Male,Dal segno,F,b,b,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1213,Dem11M-Prudente_mi-1758-Galuppi[2.02][1213].xml,Dem,Dem11M,Prudente_mi,2,2,202,1758,1750s,Baldassare Galuppi,Padua,Italy,Timante,Male,Dal segno,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1214,Dem13M-E_soccorso-1758-Galuppi[2.04][1214].xml,Dem,Dem13M,E_soccorso,2,4,204,1758,1750s,Baldassare Galuppi,Padua,Italy,Matusio,Male,ABA,Eb,bbb,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1215,Dem15M-No_non-1758-Galuppi[2.07][1215].xml,Dem,Dem15M,No_non,2,7,207,1758,1750s,Baldassare Galuppi,Padua,Italy,Cherinto,Male,Dal segno,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1216,Ale06M-Ale07M-Se_mai-1768-Sacchini[1.13][1216].xml,Ale,Ale06M-Ale07M,Se_mai,1,13,113,1768,1760s,Antonio Sacchini,Naples,Italy,Cleofide,Female,ABC,A,sss,s,"vn,va,bs","sop,sop,vnI,vnII,va,bs",sop
1217,Ale06M-Se_mai-1768-Sacchini[1.05][1217].xml,Ale,Ale06M,Se_mai,1,5,105,1768,1760s,Antonio Sacchini,Naples,Italy,Poro,Male,ABA,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1218,Ale20M-Se_il-1768-Sacchini[2.13][1218].xml,Ale,Ale20M,Se_il,2,13,213,1768,1760s,Antonio Sacchini,Naples,Italy,Cleofide,Female,Dal segno,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1219,Ale27M-Finche_rimango-1768-Sacchini[3.05][1219].xml,Ale,Ale27M,Finche_rimango,3,5,305,1768,1760s,Antonio Sacchini,Naples,Italy,Timagene,Male,ABA,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
122,Dem14M-Se_tutti-1775-Myslivecek[2.06][0122].xml,Dem,Dem14M,Se_tutti,2,6,206,1775,1770s,Josef Mysliveček,Naples,Italy,Dircea,Female,ABA,Bb,bb,b,"cl,vn,va,bs","clI,clII,sop,vnI,vnII,vaI,vaII,bs",sop
1220,Ale28M-Dove_si-1768-Sacchini[3.06][1220].xml,Ale,Ale28M,Dove_si,3,6,306,1768,1760s,Antonio Sacchini,Naples,Italy,Poro,Male,ABA,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1221,Ale06M-Ale07M-Se_mai-1763-Sacchini[1.15][1221].xml,Ale,Ale06M-Ale07M,Se_mai,1,15,115,1763,1760s,Antonio Sacchini,Venice,Italy,Cleofide,Female,AB,A,sss,s,"vn,va,bs","sop,sop,vnI,vnII,vaI,vaII,bs",sop
1222,Ale07M-Se_mai-1773-Paisiello[1.07][1222].xml,Ale,Ale07M,Se_mai,1,7,107,1773,1770s,Giovanni Paisiello,Modena,Italy,Cleofide,Female,ABAB,A,sss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1223,Ale10M-Voi_che-1773-Paisiello[1.11][1223].xml,Ale,Ale10M,Voi_che,1,11,111,1773,1770s,Giovanni Paisiello,Modena,Italy,Gandarte,Male,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1224,Ale12M-Non_sarei-1773-Paisiello[2.04][1224].xml,Ale,Ale12M,Non_sarei,2,04,204,1773,1770s,Giovanni Paisiello,Modena,Italy,Erissena,Female,ABA,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1225,Ale19M-Se_e-1773-Paisiello[2.12][1225].xml,Ale,Ale19M,Se_e,2,12,212,1773,1770s,Giovanni Paisiello,Modena,Italy,Alessandro,Male,ABA,A,sss,s,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,ten,vnI,vnII,vaI,vaII,bs",ten
1226,Dem17M-Perfidi_gia-1758-Galuppi[2.10][1226].xml,Dem,Dem17M,Perfidi_gia,2,10,210,1758,1750s,Baldassare Galuppi,Padua,Italy,Demofoonte,Male,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
1227,Dem18M-La_destra-1758-Galuppi[2.11][1227].xml,Dem,Dem18M,La_destra,2,11,211,1758,1750s,Baldassare Galuppi,Padua,Italy,Dircea,Female,Da capo,Bb,bb,b,"vn,va,bs","sop,sop,vnI,vnII,va,bs",sop
1228,Dem19M-Non_odi-1758-Galuppi[3.01][1228].xml,Dem,Dem19M,Non_odi,3,1,301,1758,1750s,Baldassare Galuppi,Padua,Italy,Adrasto,Male,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1229,Dem20M-Nel_tuo-1758-Galuppi[3.02][1229].xml,Dem,Dem20M,Nel_tuo,3,2,302,1758,1750s,Baldassare Galuppi,Padua,Italy,Cherinto,Male,Dal segno,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1230,Dem23M-Odo_il-1758-Galuppi[3.06][1230].xml,Dem,Dem23M,Odo_il,3,06,306,1758,1750s,Baldassare Galuppi,Padua,Italy,Demofoonte,Male,Da capo,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
1231,Dem24M-Che_mai-1758-Galuppi[3.07][1231].xml,Dem,Dem24M,Che_mai,3,07,307,1758,1750s,Baldassare Galuppi,Padua,Italy,Dircea,Female,Da capo,G,s,s,"hn,vn,va,bs","hnI,hnII,sop,vnI,vnII,va,bs",sop
1232,Dem25M-Non_dura-1753-Jommelli[3.07][1232].xml,Dem,Dem25M,Non_dura,3,07,307,1753,1750s,Niccolò Jommelli,Milan,Italy,Creusa,Female,Da capo,D,ss,s,"hn,vn,va,bs","hnI,hnII,sop,vnI,vnII,va,bs",sop
1233,Ale28M-Dove_si-1773-Paisiello[3.09][1233].xml,Ale,Ale28M,Dove_si,3,9,309,1773,1770s,Giovanni Paisiello,Modena,Italy,Poro,Male,ABA,Bb,bb,b,"ob,tpt,vn,va,bs","obI,obII,tptI,tptII,alt,vnI,vnII,va,bs",alt
1234,Ale29M-Mio_ben-1773-Paisiello[3.10][1234].xml,Ale,Ale29M,Mio_ben,3,10,310,1773,1770s,Giovanni Paisiello,Modena,Italy,Gandarte,Male,AA,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1235,Ale31M-Ombra_dell-1773-Paisiello[3.12][1235].xml,Ale,Ale31M,Ombra_dell,3,12,312,1773,1770s,Giovanni Paisiello,Modena,Italy,Cleofide,Female,AA,A,sss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1236,Dem01M-O_piu-1776-Schuster[1.01][1236].xml,Dem,Dem01M,O_piu,1,1,101,1776,1770s,Joseph Schuster,Forli,Italy,Matusio,Male,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1237,Dem02M-In_te-1776-Schuster[1.02][1237].xml,Dem,Dem02M,In_te,1,2,102,1776,1770s,Joseph Schuster,Forli,Italy,Dircea,Female,ABA,A,sss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1238,Dem25M-Non_dura-1758-Galuppi[3.08][1238].xml,Dem,Dem25M,Non_dura,3,08,308,1758,1750s,Baldassare Galuppi,Padua,Italy,Creusa,Female,ABA,E,ssss,s,"vn,va,bs","alt,vnI,vnII,va,bs",alt
1239,Ale12M-Non_sarei-nd-Anonymous[2.04][1239].xml,Ale,Ale12M,Non_sarei,2,04,204,nd,nd,Unknown Composer,?,Italy,Erissena,Female,Dal segno,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1241,Dem04M-Sperai_vicino-1749-Galuppi[1.04][1241].xml,Dem,Dem04M,Sperai_vicino,1,4,104,1749,1740s,Baldassare Galuppi,Madrid,Spain,Timante,Male,Da capo,C,n,n,"fl,tpt,vn,va,bs","flI,flII,tptI,tptII,sop,vnI,vnII,va,bs",sop
1242,Dem10M-Tu_sai-1749-Galuppi[2.01][1242].xml,Dem,Dem10M,Tu_sai,2,1,201,1749,1740s,Baldassare Galuppi,Madrid,Spain,Creusa,Female,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1243,Dem24M-Che_mai-1749-Galuppi[3.07][1243].xml,Dem,Dem24M,Che_mai,3,07,307,1749,1740s,Baldassare Galuppi,Madrid,Spain,Dircea,Female,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1244,Ale13M-Senza_procelle-1744-Gluck[2.04][1244].xml,Ale,Ale13M,Senza_procelle,2,04,204,1744,1740s,Christoph Willibald Gluck,Turin,Italy,Poro,Male,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1245,Ale21M-Se_viver-1744-Gluck[2.14][1245].xml,Ale,Ale21M,Se_viver,2,14,214,1744,1740s,Christoph Willibald Gluck,Turin,Italy,Poro,Male,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1246,Dem03M-Per_lei-1776-Schuster[1.03][1246].xml,Dem,Dem03M,Per_lei,1,3,103,1776,1770s,Joseph Schuster,Forli,Italy,Demofoonte,Male,ABA,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1247,Ale17M-Destrier_che-1731-Porpora[2.11][1247].xml,Ale,Ale17M,Destrier_che,2,11,211,1731,1730s,Nicola Porpora,Turin,Italy,Poro,Male,Da capo,D,ss,s,"hn,tpt,vn,va,bs","hnI,hnII,tptI,tptII,sop,vnI,vnII,va,bs",sop
1248,Ale16M-Digli_che-1731-Porpora[2.XX][1248].xml,Ale,Ale16M,Digli_che,2,XX,2XX,1731,1730s,Nicola Porpora,Turin,Italy,Cleofide,Female,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1249,Ale19M-Se_e-1731-Porpora[2.13][1249].xml,Ale,Ale19M,Se_e,2,13,213,1731,1730s,Nicola Porpora,Turin,Italy,Alessandro,Male,Da capo,A,sss,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1250,Ale27M-Finche_rimango-1731-Porpora[3.07][1250].xml,Ale,Ale27M,Finche_rimango,3,7,307,1731,1730s,Nicola Porpora,Turin,Italy,Basso,Male,Da capo,A,sss,s,"vn,va,bs","vnI,vnII,va,bs,bass",bass
1251,Ale09M-Compagni_nell-1732-Mancini[2.09][1251].xml,Ale,Ale09M,Compagni_nell,2,9,209,1732,1730s,Francesco Mancini,Naples,Italy,Erissena,Female,Dal segno,c,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1252,Ale30M-Son_confusa-1732-Mancini[3.11][1252].xml,Ale,Ale30M,Son_confusa,3,11,311,1732,1730s,Francesco Mancini,Naples,Italy,Erissena,Female,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1254,Ale04M-Chi_vive-1732-Pescetti[1.04][1254].xml,Ale,Ale04M,Chi_vive,1,4,104,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Erissena,Female,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1255,Ale09M-Compagni_nell-1732-Pescetti[1.10][1255].xml,Ale,Ale09M,Compagni_nell,1,10,110,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Erissena,Female,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1256,Ale22M-Di_rendermi-1732-Pescetti[2.16][1256].xml,Ale,Ale22M,Di_rendermi,2,16,216,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Erissena,Female,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1257,Ale29M-Mio_ben-1732-Pescetti[3.10][1257].xml,Ale,Ale29M,Mio_ben,3,10,310,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Gandarte,Male,Da capo,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1258,Ale29M-Mio_ben-1734-Schiassi[3.10][1258].xml,Ale,Ale29M,Mio_ben,3,10,310,1734,1730s,Gaetano Maria Schiassi,Bologna,Italy,Gandarte,Male,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1259,Dem04M-Sperai_vicino-1776-Schuster[1.05][1259].xml,Dem,Dem04M,Sperai_vicino,1,5,105,1776,1770s,Joseph Schuster,Forli,Italy,Timante,Male,ABA,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1260,Dem08M-Padre_perdona-1776-Schuster[1.13][1260].xml,Dem,Dem08M,Padre_perdona,1,13,113,1776,1770s,Joseph Schuster,Forli,Italy,Dircea,Female,ABA,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1261,Dem04M-Sperai_vicino-1758-Galuppi[1.04][1261].xml,Dem,Dem04M,Sperai_vicino,1,4,104,1758,1750s,Baldassare Galuppi,Padua,Italy,Timante,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1262,Ale01M-E_prezzo-1738-Galuppi[1.01][1262].xml,Ale,Ale01M,E_prezzo,1,1,101,1738,1730s,Baldassare Galuppi,Mantua,Italy,Gandarte,Male,Da capo,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,alt,vnI,vnII,va,bs",alt
1263,Ale02M-Vedrai_con-1738-Galuppi[1.02][1263].xml,Ale,Ale02M,Vedrai_con,1,2,102,1738,1730s,Baldassare Galuppi,Mantua,Italy,Poro,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1264,Ale02M-Vedrai_con-1766-Majo[1.02][1264].xml,Ale,Ale02M,Vedrai_con,1,2,102,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Poro,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1265,Dem24M-Che_mai-1776-Schuster[3.06][1265].xml,Dem,Dem24M,Che_mai,3,06,306,1776,1770s,Joseph Schuster,Forli,Italy,Dircea,Female,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1266,Ale03M-Vil_trofeo-1738-Galuppi[1.03][1266].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1738,1730s,Baldassare Galuppi,Mantua,Italy,Alessandro,Male,Dal segno,F,b,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1267,Ale04M-Chi_vive-1738-Galuppi[1.04][1267].xml,Ale,Ale04M,Chi_vive,1,4,104,1738,1730s,Baldassare Galuppi,Mantua,Italy,Erissena,Female,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1269,Ale03M-Vil_trofeo-1766-Majo[1.03][1269].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Basso,Male,Dal segno,Bb,bb,b,"vn,va,bs","vnI,vnII,va,bs,bass",bass
1270,Ale19M-Se_e-1732-Pescetti[2.13][1270].xml,Ale,Ale19M,Se_e,2,13,213,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Alessandro,Male,Da capo,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1271,Ale21M-Se_viver-1732-Pescetti[2.15][1271].xml,Ale,Ale21M,Se_viver,2,15,215,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Gandarte,Male,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1272,Ale24M-Se_troppo-1732-Pescetti[3.04][1272].xml,Ale,Ale24M,Se_troppo,3,4,304,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Cleofide,Female,Da capo,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1273,Ale26M-Serbati_a-1732-Pescetti[3.06][1273].xml,Ale,Ale26M,Serbati_a,3,6,306,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Alessandro,Male,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1274,Ale06M-Se_mai-1738-Galuppi[1.06][1274].xml,Ale,Ale06M,Se_mai,1,6,106,1738,1730s,Baldassare Galuppi,Mantua,Italy,Poro,Male,AA,A,sss,s,"fl,vn,va,bs","flI,flII,sop,vnI,vnII,va,bs",sop
1275,Ale07M-Se_mai-1738-Galuppi[1.07][1275].xml,Ale,Ale07M,Se_mai,1,7,107,1738,1730s,Baldassare Galuppi,Mantua,Italy,Cleofide,Female,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1276,Ale08M-Se_possono-1738-Galuppi[1.09][1276].xml,Ale,Ale08M,Se_possono,1,9,109,1738,1730s,Baldassare Galuppi,Mantua,Italy,Poro,Male,Dal segno,E,ssss,s,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1277,Ale10M-Voi_che-1738-Galuppi[1.11][1277].xml,Ale,Ale10M,Voi_che,1,11,111,1738,1730s,Baldassare Galuppi,Mantua,Italy,Gandarte,Male,Da capo,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1278,Ale06M-Ale07M-Se_mai-1738-Galuppi[1.16][1278].xml,Ale,Ale06M-Ale07M,Se_mai,1,16,116,1738,1730s,Baldassare Galuppi,Mantua,Italy,Cleofide,Female,ABA,A,sss,s,"vn,va,bs","sop,sop,vnI,vnII,va,bs",sop
1279,Ale16M-Digli_che-1738-Galuppi[2.09][1279].xml,Ale,Ale16M,Digli_che,2,9,209,1738,1730s,Baldassare Galuppi,Mantua,Italy,Cleofide,Female,Dal segno,E,ssss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1280,Ale17M-Destrier_che-1738-Galuppi[2.10][1280].xml,Ale,Ale17M,Destrier_che,2,10,210,1738,1730s,Baldassare Galuppi,Mantua,Italy,Poro,Male,Dal segno,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1281,Ale21M-Se_viver-1738-Galuppi[2.11][1281].xml,Ale,Ale21M,Se_viver,2,11,211,1738,1730s,Baldassare Galuppi,Mantua,Italy,Timagene,Male,Dal segno,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1282,Ale22M-Di_rendermi-1738-Galuppi[2.16][1282].xml,Ale,Ale22M,Di_rendermi,2,16,216,1738,1730s,Baldassare Galuppi,Mantua,Italy,Erissena,Female,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1283,Ale27M-Finche_rimango-1738-Galuppi[3.07][1283].xml,Ale,Ale27M,Finche_rimango,3,7,307,1738,1730s,Baldassare Galuppi,Mantua,Italy,Timagene,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1284,Ale28M-Dove_si-1738-Galuppi[3.09][1284].xml,Ale,Ale28M,Dove_si,3,9,309,1738,1730s,Baldassare Galuppi,Mantua,Italy,Poro,Male,Da capo,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1285,Ale30M-Son_confusa-1738-Galuppi[3.11][1285].xml,Ale,Ale30M,Son_confusa,3,11,311,1738,1730s,Baldassare Galuppi,Mantua,Italy,Erissena,Female,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1286,Dem10M-Tu_sai-1776-Schuster[2.01][1286].xml,Dem,Dem10M,Tu_sai,2,1,201,1776,1770s,Joseph Schuster,Forli,Italy,Creusa,Female,ABA,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1287,Dem13M-E_soccorso-1776-Schuster[2.04][1287].xml,Dem,Dem13M,E_soccorso,2,4,204,1776,1770s,Joseph Schuster,Forli,Italy,Matusio,Male,ABA,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1288,Dem14M-Se_tutti-1776-Schuster[2.06][1288].xml,Dem,Dem14M,Se_tutti,2,6,206,1776,1770s,Joseph Schuster,Forli,Italy,Dircea,Female,ABA,Bb,bb,b,"ob,bn,hn,vn,va,bs","obI,obII,bn,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1289,Dem22M-Misero_pargoletto-1776-Schuster[3.04][1289].xml,Dem,Dem22M,Misero_pargoletto,3,04,304,1776,1770s,Joseph Schuster,Forli,Italy,Timante,Male,ABAB,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vnIII,va,bs",sop
1290,Dem04M-Sperai_vicino-1771-Sarti[2.03][1290].xml,Dem,Dem04M,Sperai_vicino,2,3,203,1771,1770s,Giuseppe Sarti,Copenhagen,Empire,Timante,Male,Dal segno,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1291,Ale04M-Chi_vive-1752-Fiorillo[1.04][1291].xml,Ale,Ale04M,Chi_vive,1,4,104,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Erissena,Female,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1292,Ale06M-Se_mai-1752-Fiorillo[1.06][1292].xml,Ale,Ale06M,Se_mai,1,6,106,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Poro,Male,A,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1293,Ale07M-Se_mai-1752-Fiorillo[1.07][1293].xml,Ale,Ale07M,Se_mai,1,7,107,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Cleofide,Female,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1294,Ale09M-Compagni_nell-1752-Fiorillo[1.10][1294].xml,Ale,Ale09M,Compagni_nell,1,10,110,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Erissena,Female,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1295,Ale16M-Digli_che-1752-Fiorillo[2.09][1295].xml,Ale,Ale16M,Digli_che,2,9,209,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Cleofide,Female,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1296,Ale22M-Di_rendermi-1752-Fiorillo[2.16][1296].xml,Ale,Ale22M,Di_rendermi,2,16,216,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Erissena,Female,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1297,Ale24M-Se_troppo-1752-Fiorillo[3.04][1297].xml,Ale,Ale24M,Se_troppo,3,4,304,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Cleofide,Female,Da capo,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1298,Ale31M-Ombra_dell-1752-Fiorillo[3.12][1298].xml,Ale,Ale31M,Ombra_dell,3,12,312,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Cleofide,Female,A,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1299,Ale04M-Chi_vive-1766-Majo[1.04][1299].xml,Ale,Ale04M,Chi_vive,1,4,104,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Erissena,Female,AB,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
13,Did12M-Non_ha-1742-Hasse[1.18][0013].xml,Did,Did12M,Non_ha,1,18,118,1742,1740s,Johann Adolph Hasse,Wermsdorf,Empire,Didone,Female,Dal segno,f,bbbb,b,"fl,ob,vn,va,bs","flI,flII,obI,obII,sop,vnI,vnII,va,bs",sop
1300,Ale05M-O_sugli-1766-Majo[1.05][1300].xml,Ale,Ale05M,O_sugli,1,5,105,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Timagene,Male,Dal segno,F,b,b,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,alt,vnI,vnII,va,bs",alt
1301,Ale02M-Vedrai_con-1771-Bertoni[1.02][1301].xml,Ale,Ale02M,Vedrai_con,1,2,102,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Poro,Male,ABAB,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1302,Ale07M-Se_mai-1766-Majo[1.07][1302].xml,Ale,Ale07M,Se_mai,1,7,107,1766,1760s,Gian Francesco De Majo,Mannheim,Empire,Cleofide,Female,ABA,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
