AriaId,AriaId,FileName,AriaOpera,AriaLabel,AriaName,Act,Scene,ActAndScene,Year,Decade,Composer,City,Territory,Character,Gender,Form,Key,KeySignature,KeySignatureType,Instrumentation,Scoring,Voices
1247,1247,Ale17M-Destrier_che-1731-Porpora[2.11][1247].xml,Ale,Ale17M,Destrier_che,2,11,211,1731,1730s,Nicola Porpora,Turin,Italy,Corni in re i,Male,Da capo,D,ss,s,"hn,tpt,vn,va,bs","hnI,hnII,tptI,tptII,sop,vnI,vnII,va,bs",sop
1248,1248,Ale16M-Digli_che-1731-Porpora[2.XX][1248].xml,Ale,Ale16M,Digli_che,2,XX,2XX,1731,1730s,Nicola Porpora,Turin,Italy,Cleofide,Female,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1249,1249,Ale19M-Se_e-1731-Porpora[2.13][1249].xml,Ale,Ale19M,Se_e,2,13,213,1731,1730s,Nicola Porpora,Turin,Italy,Alessandro,Male,Da capo,A,sss,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
125,125,Did33M-Cadra_fra-1768-Boroni[3.14][0125].xml,Did,Did33M,Cadra_fra,3,14,314,1768,1760s,Antonio Boroni,Prague,Empire,Iarba,Male,ABA,A,sss,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1250,1250,Ale27M-Finche_rimango-1731-Porpora[3.07][1250].xml,Ale,Ale27M,Finche_rimango,3,7,307,1731,1730s,Nicola Porpora,Turin,Italy,Timagene,Male,Da capo,A,sss,s,"vn,va,bs","vnI,vnII,va,bs,bass",bass
1251,1251,Ale09M-Compagni_nell-1732-Mancini[2.09][1251].xml,Ale,Ale09M,Compagni_nell,2,9,209,1732,1730s,Francesco Mancini,Naples,Italy,Erissena,Female,Dal segno,c,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1252,1252,Ale30M-Son_confusa-1732-Mancini[3.11][1252].xml,Ale,Ale30M,Son_confusa,3,11,311,1732,1730s,Francesco Mancini,Naples,Italy,Erissena,Female,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1254,1254,Ale04M-Chi_vive-1732-Pescetti[1.04][1254].xml,Ale,Ale04M,Chi_vive,1,4,104,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Erissena,Female,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1255,1255,Ale09M-Compagni_nell-1732-Pescetti[1.10][1255].xml,Ale,Ale09M,Compagni_nell,1,10,110,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Erissena,Female,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1256,1256,Ale22M-Di_rendermi-1732-Pescetti[2.16][1256].xml,Ale,Ale22M,Di_rendermi,2,16,216,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Erissena,Female,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1257,1257,Ale29M-Mio_ben-1732-Pescetti[3.10][1257].xml,Ale,Ale29M,Mio_ben,3,10,310,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Gandarte,Male,Da capo,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1258,1258,Ale29M-Mio_ben-1734-Schiassi[3.10][1258].xml,Ale,Ale29M,Mio_ben,3,10,310,1734,1730s,Gaetano Maria Schiassi,Bologna,Italy,Gandarte,Male,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1259,1259,Dem04M-Sperai_vicino-1776-Schuster[1.05][1259].xml,Dem,Dem04M,Sperai_vicino,1,5,105,1776,1770s,Joseph Schuster,Forli,Italy,Oboi i,Male,ABA,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1260,1260,Dem08M-Padre_perdona-1776-Schuster[1.13][1260].xml,Dem,Dem08M,Padre_perdona,1,13,113,1776,1770s,Joseph Schuster,Forli,Italy,Oboi i,Female,ABA,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1261,1261,Dem04M-Sperai_vicino-1758-Galuppi[1.04][1261].xml,Dem,Dem04M,Sperai_vicino,1,4,104,1758,1750s,Baldassare Galuppi,Padua,Italy,Oboi i,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1262,1262,Ale01M-E_prezzo-1738-Galuppi[1.01][1262].xml,Ale,Ale01M,E_prezzo,1,1,101,1738,1730s,Baldassare Galuppi,Mantua,Italy,Oboi i,Male,Da capo,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,alt,vnI,vnII,va,bs",alt
1263,1263,Ale02M-Vedrai_con-1738-Galuppi[1.02][1263].xml,Ale,Ale02M,Vedrai_con,1,2,102,1738,1730s,Baldassare Galuppi,Mantua,Italy,Oboi i,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1265,1265,Dem24M-Che_mai-1776-Schuster[3.06][1265].xml,Dem,Dem24M,Che_mai,3,06,306,1776,1770s,Joseph Schuster,Forli,Italy,Oboi i,Female,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1266,1266,Ale03M-Vil_trofeo-1738-Galuppi[1.03][1266].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1738,1730s,Baldassare Galuppi,Mantua,Italy,Alessandro,Male,Dal segno,F,b,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1267,1267,Ale04M-Chi_vive-1738-Galuppi[1.04][1267].xml,Ale,Ale04M,Chi_vive,1,4,104,1738,1730s,Baldassare Galuppi,Mantua,Italy,Erissena,Female,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
127,127,Did33M-Cadra_fra-1769-Majo[3.12][0127].xml,Did,Did33M,Cadra_fra,3,12,312,1769,1760s,Gian Francesco De Majo,Venice,Italy,Oboi i,Male,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
1270,1270,Ale19M-Se_e-1732-Pescetti[2.13][1270].xml,Ale,Ale19M,Se_e,2,13,213,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Alessandro,Male,Da capo,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1271,1271,Ale21M-Se_viver-1732-Pescetti[2.15][1271].xml,Ale,Ale21M,Se_viver,2,15,215,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Gandarte,Male,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1272,1272,Ale24M-Se_troppo-1732-Pescetti[3.04][1272].xml,Ale,Ale24M,Se_troppo,3,4,304,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Cleofide,Female,Da capo,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1273,1273,Ale26M-Serbati_a-1732-Pescetti[3.06][1273].xml,Ale,Ale26M,Serbati_a,3,6,306,1732,1730s,Giovanni Battista Pescetti,Venice,Italy,Alessandro,Male,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1274,1274,Ale06M-Se_mai-1738-Galuppi[1.06][1274].xml,Ale,Ale06M,Se_mai,1,6,106,1738,1730s,Baldassare Galuppi,Mantua,Italy,Flauti i,Male,AA,A,sss,s,"fl,vn,va,bs","flI,flII,sop,vnI,vnII,va,bs",sop
1275,1275,Ale07M-Se_mai-1738-Galuppi[1.07][1275].xml,Ale,Ale07M,Se_mai,1,7,107,1738,1730s,Baldassare Galuppi,Mantua,Italy,Cleofide,Female,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1276,1276,Ale08M-Se_possono-1738-Galuppi[1.09][1276].xml,Ale,Ale08M,Se_possono,1,9,109,1738,1730s,Baldassare Galuppi,Mantua,Italy,Flauti i,Male,Dal segno,E,ssss,s,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1277,1277,Ale10M-Voi_che-1738-Galuppi[1.11][1277].xml,Ale,Ale10M,Voi_che,1,11,111,1738,1730s,Baldassare Galuppi,Mantua,Italy,Gandarte,Male,Da capo,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1278,1278,Ale06M-Ale07M-Se_mai-1738-Galuppi[1.16][1278].xml,Ale,Ale06M-Ale07M,Se_mai,1,16,116,1738,1730s,Baldassare Galuppi,Mantua,Italy,Cleofide,Female,ABA,A,sss,s,"vn,va,bs","sop,sop,vnI,vnII,va,bs",sop
1279,1279,Ale16M-Digli_che-1738-Galuppi[2.09][1279].xml,Ale,Ale16M,Digli_che,2,09,209,1738,1730s,Baldassare Galuppi,Mantua,Italy,Oboi i,Female,Dal segno,E,ssss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
128,128,Did33M-Cadra_fra-1762-Sarti[3.15][0128].xml,Did,Did33M,Cadra_fra,3,15,315,1762,1760s,Giuseppe Sarti,Copenhagen,Empire,Oboi i,Male,AB,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1280,1280,Ale17M-Destrier_che-1738-Galuppi[2.10][1280].xml,Ale,Ale17M,Destrier_che,2,10,210,1738,1730s,Baldassare Galuppi,Mantua,Italy,Oboi i,Male,Dal segno,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1281,1281,Ale21M-Se_viver-1738-Galuppi[2.11][1281].xml,Ale,Ale21M,Se_viver,2,11,211,1738,1730s,Baldassare Galuppi,Mantua,Italy,Timagene,Male,Dal segno,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1282,1282,Ale22M-Di_rendermi-1738-Galuppi[2.16][1282].xml,Ale,Ale22M,Di_rendermi,2,16,216,1738,1730s,Baldassare Galuppi,Mantua,Italy,Oboi i,Female,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1283,1283,Ale27M-Finche_rimango-1738-Galuppi[3.07][1283].xml,Ale,Ale27M,Finche_rimango,3,7,307,1738,1730s,Baldassare Galuppi,Mantua,Italy,Timagene,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1284,1284,Ale28M-Dove_si-1738-Galuppi[3.09][1284].xml,Ale,Ale28M,Dove_si,3,9,309,1738,1730s,Baldassare Galuppi,Mantua,Italy,Oboi i,Male,Da capo,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1285,1285,Ale30M-Son_confusa-1738-Galuppi[3.11][1285].xml,Ale,Ale30M,Son_confusa,3,11,311,1738,1730s,Baldassare Galuppi,Mantua,Italy,Oboi i,Female,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1286,1286,Dem10M-Tu_sai-1776-Schuster[2.01][1286].xml,Dem,Dem10M,Tu_sai,2,1,201,1776,1770s,Joseph Schuster,Forli,Italy,Oboi i,Female,ABA,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1287,1287,Dem13M-E_soccorso-1776-Schuster[2.04][1287].xml,Dem,Dem13M,E_soccorso,2,4,204,1776,1770s,Joseph Schuster,Forli,Italy,Matusio,Male,ABA,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1288,1288,Dem14M-Se_tutti-1776-Schuster[2.06][1288].xml,Dem,Dem14M,Se_tutti,2,6,206,1776,1770s,Joseph Schuster,Forli,Italy,Oboi i,Female,ABA,Bb,bb,b,"ob,bn,hn,vn,va,bs","obI,obII,bn,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1289,1289,Dem22M-Misero_pargoletto-1776-Schuster[3.04][1289].xml,Dem,Dem22M,Misero_pargoletto,3,04,304,1776,1770s,Joseph Schuster,Forli,Italy,Oboi i,Male,ABAB,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vnIII,va,bs",sop
129,129,Did33M-Cadra_fra-1753-Perez[3.18][0129].xml,Did,Did33M,Cadra_fra,3,18,318,1753,1750s,Davide Perez,Genova,Italy,Oboi i,Male,recit,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1290,1290,Dem04M-Sperai_vicino-1771-Sarti[2.03][1290].xml,Dem,Dem04M,Sperai_vicino,2,3,203,1771,1770s,Giuseppe Sarti,Copenhagen,Empire,Oboi i,Male,Dal segno,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1291,1291,Ale04M-Chi_vive-1752-Fiorillo[1.04][1291].xml,Ale,Ale04M,Chi_vive,1,4,104,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Erissena,Female,Da capo,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1292,1292,Ale06M-Se_mai-1752-Fiorillo[1.06][1292].xml,Ale,Ale06M,Se_mai,1,6,106,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Poro,Male,A,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1293,1293,Ale07M-Se_mai-1752-Fiorillo[1.07][1293].xml,Ale,Ale07M,Se_mai,1,7,107,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Cleofide,Female,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1294,1294,Ale09M-Compagni_nell-1752-Fiorillo[1.10][1294].xml,Ale,Ale09M,Compagni_nell,1,10,110,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Erissena,Female,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
13,13,Did12M-Non_ha-1742-Hasse[1.18][0013].xml,Did,Did12M,Non_ha,1,18,118,1742,1740s,Johann Adolph Hasse,Wermsdorf,Empire,Flauti i,Female,Dal segno,f,bbbb,b,"fl,ob,vn,va,bs","flI,flII,obI,obII,sop,vnI,vnII,va,bs",sop
130,130,Did33M-Cadra_fra-1764-Galuppi[3.16][0130].xml,Did,Did33M,Cadra_fra,3,16,316,1764,1760s,Baldassare Galuppi,Venice,Italy,Oboi i,Male,Dal segno,g,bb,b,"ob,vn,va,bs","obI,obII,ten,vnI,vnII,va,bs",ten
1301,1301,Ale02M-Vedrai_con-1771-Bertoni[1.02][1301].xml,Ale,Ale02M,Vedrai_con,1,2,102,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Male,ABAB,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1305,1305,Ale03M-Vil_trofeo-1771-Bertoni[1.03][1305].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Male,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,vaI,vaII,bs",ten
1306,1306,Ale04M-Chi_vive-1771-Bertoni[1.05][1306].xml,Ale,Ale04M,Chi_vive,1,5,105,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Corni in do i,Female,Dal segno,Bb,bb,b,"hn,vn,va,bs","hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1307,1307,Ale06M-Se_mai-1771-Bertoni[1.06][1307].xml,Ale,Ale06M,Se_mai,1,6,106,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Poro,Male,A,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1308,1308,Ale07M-Se_mai-1771-Bertoni[1.07][1308].xml,Ale,Ale07M,Se_mai,1,7,107,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Female,ABA,A,sss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1309,1309,Ale06M-Ale07M-Se_mai-1771-Bertoni[1.15][1309].xml,Ale,Ale06M-Ale07M,Se_mai,1,15,115,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Female,AB,A,sss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,sop,vnI,vnII,vaI,vaII,bs",sop
131,131,Did33M-Cadra_fra-1730-Sarro[3.16][0131].xml,Did,Did33M,Cadra_fra,3,16,316,1730,1730s,Domenico Natale Sarro,Naples,Italy,Iarba,Male,Da capo,d,b,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1310,1310,Ale12M-Non_sarei-1771-Bertoni[2.01][1310].xml,Ale,Ale12M,Non_sarei,2,1,201,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Female,AA,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1311,1311,Ale01M-E_prezzo-1752-Fiorillo[1.01][1311].xml,Ale,Ale01M,E_prezzo,1,1,101,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Gandarte,Male,Da capo,F,b,b,"vn,va,bs","alt,vnI,vnII,va,bs",alt
1312,1312,Ale02M-Vedrai_con-1752-Fiorillo[1.02][1312].xml,Ale,Ale02M,Vedrai_con,1,2,102,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Corni in re i,Male,Dal segno,D,ss,s,"hn,vn,va,bs","hnI,hnII,sop,vnI,vnII,va,bs",sop
1313,1313,Ale05M-O_sugli-1752-Fiorillo[1.05][1313].xml,Ale,Ale05M,O_sugli,1,5,105,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Corni in fa i,Male,Dal segno,F,b,b,"hn,vn,va,bs","hnI,hnII,bar,vnI,vnII,va,bs",bar
1316,1316,Ale02M-Vedrai_con-1762-Traetta[1.02][1316].xml,Ale,Ale02M,Vedrai_con,1,2,102,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Oboi i,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1317,1317,Ale06M-Se_mai-1762-Traetta[1.06][1317].xml,Ale,Ale06M,Se_mai,1,6,106,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Poro,Male,A,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
132,132,Did33M-Cadra_fra-1776-Schuster[3.16][0132].xml,Did,Did33M,Cadra_fra,3,16,316,1776,1770s,Joseph Schuster,Naples,Italy,Iarba,Male,AA ,D,ss,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1321,1321,Ale08M-Se_possono-1771-Bertoni[2.02][1321].xml,Ale,Ale08M,Se_possono,2,2,202,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Flauti i,Male,ABA,C,n,n,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1322,1322,Ale16M-Digli_che-1771-Bertoni[2.08][1322].xml,Ale,Ale16M,Digli_che,2,08,208,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Corni in do i,Female,AA,Bb,bb,b,"hn,vn,va,bs","hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1323,1323,Ale17M-Destrier_che-1771-Bertoni[2.10][1323].xml,Ale,Ale17M,Destrier_che,2,10,210,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Male,Dal segno,C,n,n,"ob,hn,tpt,vn,va,bs","obI,obII,hn,tpt,sop,vnI,vnII,vaI,vaII,bs",sop
1324,1324,Ale19M-Se_e-1771-Bertoni[2.12][1324].xml,Ale,Ale19M,Se_e,2,12,212,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Male,ABA,A,sss,s,"ob,vn,va,bs","obI,obII,ten,vnI,vnII,vaI,vaII,bs",ten
1325,1325,Ale26M-Serbati_a-1771-Bertoni[3.02][1325].xml,Ale,Ale26M,Serbati_a,3,2,302,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Male,AA,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
1326,1326,Ale28M-Dove_si-1771-Bertoni[3.04][1326].xml,Ale,Ale28M,Dove_si,3,4,304,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Oboi i,Male,ABA,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1327,1327,Ale03M-Vil_trofeo-1762-Traetta[1.03][1327].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Oboi i,Male,Dal segno,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1328,1328,Ale05M-O_sugli-1762-Traetta[1.05][1328].xml,Ale,Ale05M,O_sugli,1,5,105,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Oboi i,Male,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1329,1329,Ale08M-Se_possono-1762-Traetta[1.09][1329].xml,Ale,Ale08M,Se_possono,1,9,109,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Flauti i,Male,Dal segno,F,b,b,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1331,1331,Ale03M-Vil_trofeo-1752-Fiorillo[1.03][1331].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1752,1750s,Ignazio Fiorillo,Brunswich,Empire,Alessandro,Male,Dal segno,G,s,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
1338,1338,Ale31M-Ombra_dell-1771-Bertoni[3.07][1338].xml,Ale,Ale31M,Ombra_dell,3,7,307,1771,1770s,Ferdinando Gasparo Bertoni,Venice,Italy,Flauti i&Flauti ii,Female,A-B,Eb,bbb,b,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,ten,vnI,vnII,vaI,vaII,bs","sop,ten"
1339,1339,Ale17M-Destrier_che-1762-Traetta[2.10][1339].xml,Ale,Ale17M,Destrier_che,2,10,210,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Oboi i,Male,AA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
134,134,Did03M-Son_regina-1766-Anon[1.05][0134].xml,Did,Did03M,Son_regina,1,5,105,1766,1760s,Unknown Composer,Venice,Italy,Oboi i,Female,Dal segno,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1340,1340,Ale30M-Son_confusa-1762-Traetta[3.11][1340].xml,Ale,Ale30M,Son_confusa,3,11,311,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Oboi i,Female,ABA,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1341,1341,Ale01M-E_prezzo-1749-Perez[1.01][1341].xml,Ale,Ale01M,E_prezzo,1,1,101,1749,1740s,Davide Perez,Naples,Italy,Gandarte,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1342,1342,Ale02M-Vedrai_con-1749-Perez[1.02][1342].xml,Ale,Ale02M,Vedrai_con,1,2,102,1749,1740s,Davide Perez,Naples,Italy,Oboi i,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1343,1343,Ale03M-Vil_trofeo-1749-Perez[1.03][1343].xml,Ale,Ale03M,Vil_trofeo,1,3,103,1749,1740s,Davide Perez,Naples,Italy,Alessandro,Male,Dal segno,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1344,1344,Ale04M-Chi_vive-1749-Perez[1.04][1344].xml,Ale,Ale04M,Chi_vive,1,4,104,1749,1740s,Davide Perez,Naples,Italy,Erissena,Female,Dal segno,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1345,1345,Ale28M-Dove_si-1762-Traetta[3.09][1345].xml,Ale,Ale28M,Dove_si,3,9,309,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Oboi i,Male,Dal segno,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
1346,1346,Ale12M-Non_sarei-1762-Traetta[2.04][1346].xml,Ale,Ale12M,Non_sarei,2,4,204,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Oboi i,Female,Dal segno,C,n,n,"ob,vn,va,bs","obI,obII,sop,vnI,vnII,va,bs",sop
1349,1349,Ale05M-O_sugli-1749-Perez[1.05][1349].xml,Ale,Ale05M,O_sugli,1,5,105,1749,1740s,Davide Perez,Naples,Italy,Oboi i,Male,Dal segno,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
135,135,Did33M-Cadra_fra-1763-Jommelli[3.17][0135].xml,Did,Did33M,Cadra_fra,3,17,317,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Oboi i,Male,Dal segno,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
1350,1350,Ale06M-Se_mai-1749-Perez[1.06][1350].xml,Ale,Ale06M,Se_mai,1,6,106,1749,1740s,Davide Perez,Naples,Italy,Poro,Male,A,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1351,1351,Ale08M-Se_possono-1749-Perez[1.09][1351].xml,Ale,Ale08M,Se_possono,1,9,109,1749,1740s,Davide Perez,Naples,Italy,Poro,Male,Dal segno,E,ssss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1352,1352,Ale07M-Se_mai-1762-Traetta[1.07][1352].xml,Ale,Ale07M,Se_mai,1,7,107,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Cleofide,Female,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1353,1353,Ale06M-Ale07M-Se_mai-1762-Traetta[1.16][1353].xml,Ale,Ale06M-Ale07M,Se_mai,1,16,116,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Cleofide,Female,Dal segno,A,sss,s,"vn,va,bs","sop,sop,vnI,vnII,vaI,vaII,bs",sop
1354,1354,Ale19M-Se_e-1762-Traetta[2.12][1354].xml,Ale,Ale19M,Se_e,2,12,212,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Alessandro,Male,Dal segno,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
1355,1355,Ale27M-Finche_rimango-1762-Traetta[3.07][1355].xml,Ale,Ale27M,Finche_rimango,3,7,307,1762,1760s,Tommaso Traetta,Reggio Emilia,Italy,Oboi i,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
1357,1357,Ale13M-Senza_procelle-1746-Lampugnani[2.04][1357].xml,Ale,Ale13M,Senza_procelle,2,04,204,1746,1740s,Giovanni Battista Lampugnani,London,England,Poro,Male,Dal segno,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
